Gruppierung Bezeichnung;Produktbereich;Produktbereich Bezeichnung;Produktgruppe;Produktgruppe Bezeichnung;Haushaltsjahr;Ertrag / Aufwand; €
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2016;E;758000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2017;E;758000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2018;E;758000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2019;E;758000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.03;Verkehrsanlagen;2020;E;758000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2015;E;2617360,44
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2016;E;116000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2017;E;1016000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2018;E;1011000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2019;E;1006000,00
Privatrechtliche Leistungsentgelte;16;Nahverkehr und ÖPNV;16.08;Parkierungseinrichtungen;2020;E;1006000,00
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2015;E;40063,22
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2016;E;56000,00
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2017;E;46000,00
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2018;E;46000,00
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2019;E;46000,00
Privatrechtliche Leistungsentgelte;17;Wohnen;17.01;Wohnen;2020;E;46000,00
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2015;E;671055,45
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2016;E;695000,00
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2017;E;695000,00
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2018;E;695000,00
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2019;E;695000,00
Privatrechtliche Leistungsentgelte;18;Soziales;18.01;Leistungen des Jugend- und Sozialamtes;2020;E;695000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.01;Infektiologie;2015;E;1714,55
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2015;E;604725,50
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2016;E;498000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2017;E;498000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2018;E;498000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2019;E;498000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.02;Medizinische Dienste und Hygiene;2020;E;498000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.03;Kinder- und Jugendmedizin;2015;E;348,76
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2015;E;4092,64
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2016;E;5000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2017;E;5000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2018;E;5000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2019;E;5000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.04;Psychiatrie;2020;E;5000,00
Privatrechtliche Leistungsentgelte;19;Gesundheit;19.05;Drogen-, Sucht- und Präventionsthemen;2015;E;3584,28
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2015;E;278626,17
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2016;E;173000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2017;E;173000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2018;E;173000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2019;E;173000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.01;Schulbetriebsmanagement/pädag. Aufgaben;2020;E;173000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.04;Jugend- und Erwachsenenbildung, Kinderbüro;2015;E;
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2015;E;413361,56
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2016;E;620000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2017;E;560000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2018;E;560000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2019;E;560000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.07;Angebote der Stadtbücherei;2020;E;560000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.13;Frankfurter Kinderbüro;2015;E;14074,72
Privatrechtliche Leistungsentgelte;20;Bildung;20.13;Frankfurter Kinderbüro;2017;E;11000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.13;Frankfurter Kinderbüro;2018;E;11000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.13;Frankfurter Kinderbüro;2019;E;11000,00
Privatrechtliche Leistungsentgelte;20;Bildung;20.13;Frankfurter Kinderbüro;2020;E;11000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2015;E;2425542,55
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2016;E;1800000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2017;E;1720000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2018;E;1720000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2019;E;1720000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.01;Kulturelle Dienstleistungen und Projekte;2020;E;1720000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2015;E;5215984,63
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2016;E;4319000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2017;E;4319000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2018;E;4319000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2019;E;4319000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.05;Zoologischer Garten Frankfurt;2020;E;4319000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2015;E;3379649,40
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2016;E;2890000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2017;E;2890000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2018;E;2890000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2019;E;2890000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.14;Sporthallen;2020;E;2890000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2015;E;1230492,18
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2016;E;1323000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2017;E;1323000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2018;E;1323000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2019;E;1323000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.15;Sportstätten und Sportstättenvergabe;2020;E;1323000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.16;Sportförderung;2015;E;31344,54
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2015;E;107055,90
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2016;E;165000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2017;E;165000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2018;E;165000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2019;E;165000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.18;Archäologisches Museum;2020;E;165000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2015;E;480963,11
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2016;E;445000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2017;E;445000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2018;E;445000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2019;E;445000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.21;Historisches Museum;2020;E;445000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2015;E;193374,62
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2016;E;200000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2017;E;300000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2018;E;300000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2019;E;300000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.22;Museum für Angewandte Kunst;2020;E;300000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2015;E;36937,73
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2016;E;100000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2017;E;60000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2018;E;60000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2019;E;60000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.23;Museum der Weltkulturen;2020;E;60000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2015;E;420243,35
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2016;E;330000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2017;E;195000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2018;E;195000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2019;E;195000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.24;Deutsches Architekturmuseum;2020;E;195000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2015;E;611222,62
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2016;E;340000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2017;E;360000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2018;E;360000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2019;E;360000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.25;Museum für Moderne Kunst;2020;E;360000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2015;E;67957,96
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2016;E;50000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2017;E;50000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2018;E;50000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2019;E;50000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.26;Jüdisches Museum;2020;E;50000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2015;E;110156,62
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2016;E;85000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2017;E;115000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2018;E;115000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2019;E;115000,00
Privatrechtliche Leistungsentgelte;21;Kultur, Freizeit und Sport;21.27;Institut für Stadtgeschichte;2020;E;115000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.01;Umweltplanung und Umweltservice;2015;E;20004,40
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2015;E;4737,21
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2016;E;25000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2017;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2018;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2019;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.02;Umweltcontrolling;2020;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.03;Anlagen der Abfallwirtschaft;2015;E;282890,10
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2015;E;103773,51
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2016;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2017;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2018;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2019;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.04;Energie und Klimaschutz;2020;E;5000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2015;E;957959,24
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2016;E;770000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2017;E;870000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2018;E;870000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2019;E;870000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.07;StadtForst;2020;E;870000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2015;E;155297,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2016;E;121000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2017;E;141000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2018;E;141000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2019;E;141000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.09;Grün- und Freiflächen;2020;E;141000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2015;E;1721478,22
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2016;E;2021000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2017;E;1947000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2018;E;1957000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2019;E;1967000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.10;Friedhöfe, Bestattungen und Städt. Pietät;2020;E;1978000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2015;E;2621260,22
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2016;E;2413000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2017;E;2373000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2018;E;2513000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2019;E;2513000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.11;Palmengarten;2020;E;2513000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2015;E;12374079,55
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2016;E;13279000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2017;E;13021000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2018;E;13281000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2019;E;13688000,00
Privatrechtliche Leistungsentgelte;22;Umwelt;22.13;Straßenreinigung;2020;E;13948000,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2015;E;395,40
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2016;E;1000,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2018;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2019;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.01;Leitung der Stadtverwaltung;2020;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2015;E;5032,40
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2016;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2018;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2019;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.02;Stadtverordnetenversammlung/Ortsbeiräte;2020;E;0,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.03;Betreuung des Magistrats;2015;E;500,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.04;Stadtmarketing;2017;E;4000,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.04;Stadtmarketing;2018;E;4000,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.04;Stadtmarketing;2019;E;4000,00
Privatrechtliche Leistungsentgelte;30;Amt OB, Betreuung der Gremien;30.04;Stadtmarketing;2020;E;4000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2015;E;144130,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2016;E;144000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2017;E;144000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2018;E;144000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2019;E;144000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.01;Steuerungsunterstützung und Controlling;2020;E;144000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2015;E;401600,28
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2016;E;402000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2017;E;402000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2018;E;402000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2019;E;402000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.02;Finanzdienstleistungen;2020;E;402000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2015;E;75360,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2016;E;93000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2017;E;93000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2018;E;93000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2019;E;93000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.03;Finanzverwaltung;2020;E;93000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2015;E;7961,72
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2016;E;3000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2017;E;3000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2018;E;3000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2019;E;3000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.04;Dienstleistungen des Amtes 21;2020;E;3000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2015;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2016;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2017;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2018;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2019;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.05;Steuern und sonstige Abgaben;2020;E;0,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2015;E;25377439,93
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2016;E;16564000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2017;E;20649000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2018;E;20649000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2019;E;20649000,00
Privatrechtliche Leistungsentgelte;31;Finanzen;31.08;Abwicklung von Grundstücksgeschäften;2020;E;20649000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2015;E;1602894,35
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2016;E;1625000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2017;E;1664000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2018;E;1757000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2019;E;1757000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.01;Personalservice und -controlling;2020;E;1757000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2015;E;94631,29
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2016;E;30000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2017;E;30000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2018;E;30000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2019;E;30000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.02;Personalentwicklung;2020;E;30000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2015;E;211943,06
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2016;E;208000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2017;E;208000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2018;E;208000,00
Privatrechtliche Leistungsentgelte;32;Personal und Organisation;32.05;Arbeitsmedizin und Sicherheitstechnik;2019;E;208000,00
